与那覇湾(15),24.7591,125.2673
岩国市尾津ハス田(15),34.1346,132.21910000000003
雲出川河口五主海岸(14),34.624,136.54050000000007
加茂川河口(14),33.9209,133.15239999999994
矢作古川河口(11),34.7931,137.01430000000005
飯梨川河口(10),35.4508,133.2224
中央防波堤内・外側埋立地(9),35.5874,139.8173
霞ヶ浦南岸稲敷市浮島(8),35.9611,140.43629999999996
伊川津(8),34.652,137.13300000000004
阪内川河口(8),34.6083,136.54819999999995
山口湾(8),34.0198,131.38099999999997
大明神川河口､高須海岸、新川河口(8),33.947,133.0869
安濃川河口～志登茂川河口(7),34.7338,136.5293
曽根干潟(7),33.8199,130.96429999999998
千鳥浜・木屋川河口(7),34.0441,131.03870000000006
大野島(7),33.1647,130.32669999999996
香良洲海岸(6),34.6502,136.54840000000002
高梁川河口干潟(6),34.49586879945938,133.69324837790074
八幡川河口(6),34.3584,132.375
重信川河口(6),33.8051,132.6937
矢作川河口周辺(4),34.8409,136.98659999999995
筑後川河口右岸・大詫間(4),33.156787314838596,130.36439463086302
一ツ葉入り江(4),31.9214,131.4638
夷隅川河口(3),35.29776524103158,140.4077410697937
境川河口(3),34.9507,136.98170000000005
御手洗川河口(3),34.34273212879103,132.32714988291264
浜甲子園(2),34.7086,135.3523
鈴鹿川河口～鈴鹿派川河口(2),34.9192,136.64470000000006
大方町(2),33.0325,133.01419999999996
コムケ湖(1),44.269,143.47939999999994
野付崎･尾岱沼(1),43.5883,145.3289
神栖市高浜(1),35.865,140.6372
波崎新港(1),35.7535,140.83339999999998
鹿島灘(1),35.9708,140.67359999999996
与田浦水田(1),35.9288,140.52369999999996
神栖市矢田部(1),35.7899,140.74559999999997
飯岡海岸(1),35.7002,140.6978
吉尾・鵜原(1),35.13503093880226,140.27765661478043
印旛沼中央排水路(0),35.7429,140.2604
城南干拓(0),35.0288,136.70370000000003
