1,北海道,厚床,根室市厚床１丁目,43.228224,145.252096,あっとこ,JR根室本線
1,北海道,安足間,上川郡愛別町字愛山,43.852011,142.693868,あんたろま,JR石北本線
1,北海道,鵜苫,様似郡様似町鵜苫,42.134449,142.882513,うとま,JR日高本線
1,北海道,筬島,中川郡音威子府村字物満内,44.738883,142.197777,おさしま,JR宗谷本線
1,北海道,長都,千歳市上長都,42.852178,141.622987,おさつ,JR千歳線
1,北海道,納内,深川市納内町字納内,43.732509,142.130072,おさむない,JR函館本線
1,北海道,長万部,山越郡長万部町字長万部,42.512477,140.37507,おしゃまんべ,JR函館本線
1,北海道,晩生内,樺戸郡浦臼町字晩生内第２,43.399921,141.779211,おそきない,JR札沼線
1,北海道,大楽毛,釧路市大楽毛５丁目,43.009078,144.273879,おたのしけ,JR根室本線
1,北海道,音威子府,中川郡音威子府村字音威子府,44.729448,142.259883,おといねっぷ,JR宗谷本線
1,北海道,雄信内,天塩郡幌延町字雄興,44.911735,141.935888,おのっぷない,JR宗谷本線
1,北海道,桔梗,北海道函館市桔梗３丁目４１-３６,41.846457,140.722952,ききょう,JR函館本線
1,北海道,木古内,上磯郡木古内町本町,41.677642,140.434004,きこない,北海道新幹線 / 道南いさりび鉄道
1,北海道,北一已,深川市一已町一已,43.742021,142.014721,きたいちやん,JR留萌本線
1,北海道,倶知安,虻田郡倶知安町北三条西４丁目,42.90164,140.745471,くっちゃん,JR函館本線
1,北海道,国縫,山越郡長万部町字国縫,42.439319,140.320885,くんぬい,JR函館本線
1,北海道,咲来,中川郡音威子府村字咲来,44.692702,142.267569,さっくる,JR宗谷本線
1,北海道,然別,余市郡仁木町然別,43.12551,140.737211,しかりべつ,JR函館本線
1,北海道,占冠,勇払郡占冠村占冠,42.993088,142.400078,しむかっぷ,JR石勝線
1,北海道,節婦,新冠郡新冠町字節婦町,42.38248,142.275541,せっぷ,JR日高本線
1,北海道,銭函,小樽市銭函２丁目,43.143403,141.159868,ぜにばこ,JR函館本線
1,北海道,秩父別,雨竜郡秩父別町２６区,43.769099,141.967757,ちっぷべつ,JR留萌本線
1,北海道,七飯,亀田郡七飯町字本町,41.886971,140.688556,ななえ,JR函館本線
1,北海道,新冠,新冠郡新冠町新冠字本町,42.360667,142.312585,にいかっぷ,JR日高本線
1,北海道,西留辺蘂,北見市留辺蘂町旭西３３４番地の１,43.785345,143.603257,にしるべしべ,JR石北本線
1,北海道,糠南,天塩郡幌延町字糠南,44.920778,142.000931,ぬかなん,JR宗谷本線
1,北海道,熱郛,寿都郡黒松内町字白井川,42.675653,140.375084,ねっぷ,JR函館本線
1,北海道,野花南,芦別市野花南町,43.474418,142.261772,のかなん,JR根室本線
1,北海道,信砂,増毛郡増毛町大字舎熊村字信砂,43.874479,141.589039,のぶしゃ,JR留萌本線
1,北海道,柏陽,北見市並木町,43.824911,143.916737,はくよう,JR石北本線
1,北海道,発寒,札幌市西区発寒９条１３丁目,43.099819,141.277273,はっさむ,JR函館本線
1,北海道,美唄,美唄市東一条南２丁目,43.330751,141.862157,びばい,JR函館本線
1,北海道,美馬牛,上川郡美瑛町字美馬牛,43.537408,142.447192,びばうし,JR富良野線
1,北海道,別当賀,根室市別当賀,43.218427,145.423593,べっとが,JR根室本線
